Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional
13,Michael Ansley,SF,23,ORL,67,1,877,7.9,14.5,.548,0.0,0.0,,7.9,14.5,.548,5.0,7.0,.717,6.7,7.2,13.9,1.4,1.5,0.4,1.8,6.9,20.9,,126,109,anslemi01
14,B.J. Armstrong,PG,23,CHI,82,0,1731,8.8,18.3,.481,0.4,0.9,.500,8.4,17.5,.480,2.8,3.2,.874,0.7,3.6,4.3,8.7,2.0,0.1,3.1,3.4,20.9,,111,108,armstbj01
15,Vincent Askew,SG,24,GSW,7,0,85,6.5,13.6,.480,0.0,0.0,,6.5,13.6,.480,4.9,6.0,.818,3.8,2.2,6.0,7.1,1.1,0.0,3.3,11.4,18.0,,115,115,askewvi01
16,Keith Askins,SF,23,MIA,39,1,266,6.2,14.7,.420,1.1,4.5,.240,5.1,10.2,.500,2.2,4.5,.480,5.5,6.9,12.4,3.5,2.9,2.4,2.0,8.4,15.6,,106,104,askinke01
17,Miloš Babić,PF,22,CLE,12,0,52,5.8,18.4,.316,0.0,0.0,,5.8,18.4,.316,6.8,11.6,.583,5.8,2.9,8.7,3.9,1.0,1.0,4.9,6.8,18.4,,84,112,babicmi01
18,Thurl Bailey,PF,29,UTA,82,22,2486,8.1,17.7,.458,0.0,0.1,.000,8.1,17.6,.459,4.4,5.5,.808,2.0,6.2,8.2,2.5,1.1,1.8,2.6,3.2,20.6,,101,106,baileth01
19,Cedric Ball,PF,22,LAC,7,0,26,5.5,14.8,.375,0.0,0.0,,5.5,14.8,.375,3.7,3.7,1.000,9.2,11.1,20.3,0.0,0.0,3.7,3.7,9.2,14.8,,96,104,ballce01
20,Ken Bannister,PF,30,LAC,47,3,339,6.1,11.5,.531,0.0,0.1,.000,6.1,11.3,.538,3.5,9.2,.385,4.8,8.8,13.6,1.3,0.7,1.0,3.5,10.3,15.7,,93,107,bannike01
21,Charles Barkley*,SF,27,PHI,67,67,2498,13.4,23.4,.570,0.9,3.1,.284,12.5,20.3,.614,9.5,13.2,.722,5.2,8.5,13.7,5.7,2.2,0.7,4.2,3.5,37.1,,123,106,barklch01
22,Dana Barros,PG,23,SEA,66,0,750,10.2,20.7,.495,2.1,5.4,.395,8.1,15.3,.530,5.2,5.7,.918,1.1,3.6,4.7,7.4,1.5,0.1,3.6,2.7,27.8,,120,112,barroda01
23,John Battle,SG,28,ATL,79,2,1863,10.4,22.5,.461,0.4,1.3,.286,10.0,21.2,.471,7.1,8.3,.854,0.9,3.3,4.2,5.7,1.2,0.2,3.0,3.8,28.2,,112,114,battljo01
24,Kenny Battle,SG,26,TOT,56,8,945,6.1,13.0,.472,0.1,1.1,.125,6.0,11.9,.504,3.2,4.3,.753,3.8,4.3,8.1,2.9,2.8,0.8,2.4,5.0,15.6,,108,112,battlke01
24,Kenny Battle,SG,26,PHO,16,4,263,6.9,15.5,.442,0.0,0.4,.000,6.9,15.2,.452,3.6,5.2,.690,3.8,5.8,9.6,2.7,3.4,1.1,3.1,4.5,17.3,,100,103,battlke01
24,Kenny Battle,SG,26,DEN,40,4,682,5.9,12.1,.485,0.2,1.4,.136,5.7,10.8,.529,3.1,4.0,.781,3.8,3.8,7.6,2.9,2.5,0.7,2.2,5.1,15.0,,112,114,battlke01
25,William Bedford,C,27,DET,60,4,562,9.9,22.5,.438,0.5,1.2,.385,9.4,21.3,.441,5.1,7.2,.705,5.1,7.1,12.2,3.0,0.2,3.3,3.0,7.1,25.3,,106,104,bedfowi01
26,Benoit Benjamin,C,26,TOT,70,65,2236,8.4,17.0,.496,0.0,0.0,,8.4,17.0,.496,4.6,6.4,.712,3.4,12.3,15.8,2.6,1.2,3.2,5.1,4.0,21.4,,97,103,benjabe01
26,Benoit Benjamin,C,26,LAC,39,38,1337,8.2,16.7,.492,0.0,0.0,,8.2,16.7,.492,4.4,6.1,.728,3.4,13.4,16.9,2.7,0.9,3.3,5.0,4.0,20.9,,96,101,benjabe01
26,Benoit Benjamin,C,26,SEA,31,27,899,8.7,17.4,.502,0.0,0.0,,8.7,17.4,.502,4.8,7.0,.690,3.4,10.7,14.1,2.5,1.6,3.0,5.4,4.1,22.3,,97,104,benjabe01
27,Winston Bennett,SF,25,CLE,27,13,334,6.0,16.2,.374,0.0,0.0,,6.0,16.2,.374,5.3,7.1,.745,4.5,5.1,9.7,4.2,1.2,0.3,3.0,7.6,17.4,,98,111,bennewi01
28,Larry Bird*,SF,34,BOS,60,60,2277,9.9,21.8,.454,1.6,4.2,.389,8.2,17.5,.470,3.5,3.9,.891,1.1,9.8,10.9,9.2,2.3,1.2,4.0,2.5,24.9,,109,103,birdla01
29,Rolando Blackman,SG,31,DAL,80,80,2965,10.9,22.6,.482,0.7,2.0,.351,10.2,20.7,.494,4.8,5.6,.865,1.1,3.3,4.4,5.2,1.2,0.3,2.7,2.6,27.3,,110,114,blackro01
30,Lance Blanks,SG,24,DET,38,0,214,6.3,14.9,.426,0.5,3.9,.125,5.9,11.0,.533,2.4,3.4,.714,1.0,3.9,4.9,6.3,2.2,0.5,4.4,8.5,15.6,,92,105,blankla01
31,Mookie Blaylock,PG,23,NJN,72,70,2585,8.1,19.4,.416,0.3,1.7,.154,7.8,17.7,.441,2.6,3.3,.790,1.3,3.4,4.7,8.3,3.2,0.7,3.9,3.4,19.0,,97,107,blaylmo01
32,Muggsy Bogues,PG,26,CHH,81,46,2299,5.2,11.2,.460,0.0,0.3,.000,5.2,11.0,.471,1.8,2.3,.796,1.2,3.4,4.6,14.4,2.9,0.1,2.6,3.4,12.2,,114,110,boguemu01
33,Manute Bol,C,28,PHI,82,6,1522,2.1,5.4,.396,0.0,0.5,.071,2.1,4.9,.427,0.8,1.4,.585,2.2,9.4,11.5,0.7,0.5,8.1,2.1,6.1,5.1,,80,102,bolma01
34,Anthony Bonner,PF,22,SAC,34,6,750,7.0,15.5,.448,0.0,0.0,,7.0,15.5,.448,3.0,5.1,.579,4.0,6.9,10.9,3.3,2.6,0.3,2.8,4.2,16.9,,97,107,bonnean01
35,Sam Bowie,C,29,NJN,62,51,1916,7.9,18.2,.434,0.1,0.6,.182,7.8,17.7,.442,4.3,5.8,.732,4.4,7.7,12.1,3.7,1.1,2.3,3.6,4.4,20.2,,101,107,bowiesa01
36,Randy Breuer,C,30,MIN,73,44,1505,6.8,15.0,.453,0.0,0.0,,6.8,15.0,.453,1.2,2.7,.443,3.9,8.0,11.9,2.5,1.2,2.8,2.4,4.6,14.8,,97,109,breuera01
37,Frank Brickowski,PF,31,MIL,75,73,1912,9.7,18.4,.527,0.0,0.1,.000,9.7,18.4,.528,5.2,6.5,.798,3.4,7.8,11.1,3.4,2.2,1.1,4.2,6.7,24.6,,108,105,brickfr01
38,Scott Brooks,PG,25,MIN,80,0,980,8.4,19.6,.430,2.4,7.2,.333,6.0,12.5,.485,3.2,3.8,.847,1.5,2.3,3.8,10.8,2.8,0.3,2.7,6.5,22.5,,116,112,brooksc01
39,Chucky Brown,SF,22,CLE,74,51,1485,8.9,17.1,.524,0.0,0.1,.000,8.9,16.9,.528,3.4,4.9,.701,2.6,4.6,7.2,2.7,0.9,0.8,3.2,4.4,21.3,,104,112,brownch01
40,Dee Brown,PG,22,BOS,82,5,1945,7.1,15.3,.464,0.2,0.9,.206,6.9,14.5,.479,3.4,3.9,.873,1.0,3.5,4.6,8.6,2.1,0.4,3.4,4.0,17.8,,108,109,brownde01
41,Mike Brown,C,27,UTA,82,2,1391,4.7,10.3,.454,0.0,0.0,,4.7,10.3,.454,4.8,6.4,.742,3.9,8.3,12.2,1.8,1.1,0.9,3.0,6.0,14.1,,104,105,brownmi01
42,Tony Brown,SG-SF,30,TOT,30,0,294,5.1,13.7,.375,0.5,2.1,.250,4.6,11.7,.397,3.4,3.9,.870,4.1,3.3,7.4,2.7,0.7,0.0,2.7,8.1,14.2,,97,110,brownto01
42,Tony Brown,SF,30,LAL,7,0,27,3.8,5.7,.667,1.9,1.9,1.000,1.9,3.8,.500,0.0,0.0,,0.0,7.6,7.6,5.7,0.0,0.0,7.6,15.1,9.4,,74,108,brownto01
42,Tony Brown,SG,30,UTA,23,0,267,5.3,14.5,.364,0.4,2.1,.182,4.9,12.5,.394,3.8,4.3,.870,4.5,2.8,7.4,2.5,0.8,0.0,2.3,7.4,14.7,,99,110,brownto01
43,Mark Bryant,PF,25,POR,53,0,781,6.1,12.4,.488,0.0,0.1,.000,6.1,12.3,.490,4.5,6.2,.733,4.0,7.6,11.6,1.7,0.9,0.7,2.0,7.3,16.6,,115,105,bryanma01
44,Jud Buechler,SF,22,NJN,74,10,859,5.3,12.7,.416,0.1,0.2,.250,5.2,12.5,.419,2.4,3.7,.652,3.4,4.5,7.9,2.9,1.9,0.8,1.5,4.4,13.1,,105,109,buechju01
45,Matt Bullard,PF,23,HOU,18,0,63,10.8,24.0,.452,0.0,2.3,.000,10.8,21.7,.500,8.5,13.2,.647,4.6,6.2,10.8,1.5,2.3,0.0,2.3,7.7,30.2,,109,104,bullama01
46,Willie Burton,SF,22,MIA,76,26,1928,8.6,19.4,.441,0.1,0.8,.133,8.5,18.6,.454,5.7,7.3,.782,2.8,3.8,6.6,2.7,1.8,0.6,3.6,6.9,22.9,,101,110,burtowi01
47,Greg Butler,C,24,LAC,9,0,37,6.5,24.7,.263,0.0,0.0,,6.5,24.7,.263,5.2,7.8,.667,10.4,10.4,20.8,1.3,0.0,0.0,5.2,11.7,18.2,,77,108,butlegr01
48,Michael Cage,C,29,SEA,82,55,2141,5.3,10.4,.508,0.0,0.1,.000,5.3,10.3,.511,1.6,2.6,.625,4.1,8.9,13.0,2.1,2.0,1.4,1.9,4.5,12.2,,110,106,cagemi01
49,Adrian Caldwell,PF,24,HOU,42,0,343,5.0,11.8,.422,0.0,0.1,.000,5.0,11.7,.427,1.0,2.4,.412,6.1,8.1,14.2,1.1,2.7,1.4,4.3,5.0,10.9,,83,101,caldwad01
50,Rick Calloway,SG,24,SAC,64,0,678,5.6,14.4,.391,0.0,0.1,.000,5.6,14.2,.395,4.1,5.9,.696,1.9,4.0,5.8,4.6,1.6,0.5,3.8,7.3,15.3,,88,111,callori01
51,Elden Campbell,PF,22,LAL,52,0,380,7.5,16.5,.455,0.0,0.0,,7.5,16.5,.455,4.3,6.6,.653,5.4,7.5,12.9,1.3,1.5,5.1,2.1,9.5,19.3,,108,101,campbel01
52,Tony Campbell,SG,28,MIN,77,71,2893,11.7,27.0,.434,0.3,1.1,.262,11.4,25.9,.441,6.4,8.0,.803,2.9,3.3,6.2,3.8,2.2,0.9,3.4,3.7,30.2,,104,112,campbto01
53,Antoine Carr,PF,29,SAC,77,48,2527,12.6,24.6,.511,0.0,0.1,.000,12.6,24.6,.513,5.9,7.8,.758,3.3,5.2,8.4,3.8,0.9,2.0,3.4,6.3,31.1,,108,110,carran01
54,Joe Barry Carroll,C,32,PHO,11,0,96,6.4,17.8,.361,0.0,0.0,,6.4,17.8,.361,5.4,5.9,.917,1.5,10.4,11.9,5.4,0.5,4.0,5.9,8.9,18.3,,85,103,carrojo01
55,Bill Cartwright,C,33,CHI,79,79,2273,7.0,14.3,.490,0.0,0.0,,7.0,14.3,.490,2.7,3.9,.697,3.7,7.0,10.7,2.8,0.7,0.3,2.5,3.7,16.8,,108,108,cartwbi01
56,Terry Catledge,PF,27,ORL,51,38,1459,9.7,20.9,.462,0.0,0.2,.000,9.7,20.7,.466,5.3,8.5,.624,5.6,6.2,11.7,1.9,1.1,0.3,3.5,3.7,24.6,,102,111,catlete01
57,Duane Causwell,C,22,SAC,76,55,1719,6.2,12.2,.508,0.0,0.0,,6.2,12.2,.508,3.1,4.9,.636,4.2,7.4,11.5,2.0,1.4,4.4,2.8,6.6,15.5,,103,106,causwdu01
58,Cedric Ceballos,SF,21,PHO,63,0,730,13.3,27.3,.487,0.1,0.4,.167,13.2,26.9,.492,7.2,10.8,.663,5.0,4.8,9.8,2.3,1.4,0.3,4.5,4.6,33.8,,104,109,cebalce01
59,Tom Chambers,PF,31,PHO,76,75,2475,10.7,24.4,.437,0.4,1.4,.274,10.3,23.0,.447,7.3,8.8,.826,2.0,7.4,9.4,3.7,1.2,1.0,3.4,4.5,29.0,,106,106,chambto01
60,Rex Chapman,PG,23,CHH,70,68,2100,9.6,21.7,.445,1.1,3.5,.324,8.5,18.2,.468,5.5,6.6,.830,1.1,3.4,4.5,5.9,1.7,0.4,3.1,3.9,25.9,,106,113,chapmre01
61,Maurice Cheeks*,PG,34,NYK,76,64,2147,5.7,11.4,.499,0.1,0.5,.250,5.6,10.9,.510,2.5,3.0,.814,0.5,3.6,4.1,10.2,3.0,0.2,2.5,3.2,13.9,,114,107,cheekma01
62,Derrick Chievous,SF,23,CLE,18,0,110,7.8,21.1,.370,0.0,0.0,,7.8,21.1,.370,4.1,7.3,.563,5.0,3.2,8.3,0.9,1.4,0.5,2.8,7.3,19.7,,87,112,chievde01
63,Richard Coffey,SF,25,MIN,52,1,320,4.5,12.2,.373,0.0,0.2,.000,4.5,12.0,.378,1.9,3.6,.545,6.8,6.0,12.8,0.5,1.0,0.6,0.8,7.3,11.0,,104,113,cofferi01
64,Derrick Coleman,PF,23,NJN,74,68,2602,9.6,20.4,.467,0.2,0.7,.342,9.3,19.7,.472,6.0,8.2,.731,5.0,9.1,14.1,3.0,1.3,1.8,4.0,4.0,25.4,,106,106,colemde01
65,Bimbo Coles,PG,22,MIA,82,9,1355,5.8,14.0,.412,0.2,1.2,.176,5.6,12.8,.435,2.5,3.4,.747,2.0,3.5,5.5,8.3,2.3,0.4,3.5,5.3,14.3,,98,109,colesbi01
66,Steve Colter,PG,28,SAC,19,0,251,4.6,11.3,.411,1.0,2.8,.357,3.6,8.5,.429,1.4,2.0,.700,1.0,4.2,5.3,7.5,2.2,0.2,2.2,5.5,11.7,,103,110,coltest01
67,Lester Conner,PG,31,TOT,74,4,1008,4.7,10.1,.464,0.0,0.2,.000,4.7,9.9,.475,3.3,4.6,.723,1.0,4.4,5.5,8.0,4.1,0.1,2.8,3.7,12.7,,108,105,connele01
67,Lester Conner,PG,31,NJN,35,2,489,5.7,11.0,.523,0.0,0.2,.000,5.7,10.8,.532,2.9,4.2,.690,1.1,4.5,5.6,5.7,3.7,0.1,2.7,3.8,14.3,,110,106,connele01
67,Lester Conner,PG,31,MIL,39,2,519,3.7,9.2,.396,0.0,0.3,.000,3.7,8.9,.409,3.8,5.0,.750,1.0,4.3,5.3,10.3,4.6,0.1,3.0,3.6,11.1,,106,104,connele01
68,Anthony Cook,PF,23,DEN,58,25,1121,4.4,10.7,.417,0.0,0.1,.000,4.4,10.5,.421,2.7,4.9,.550,5.0,7.2,12.3,1.0,1.3,2.7,1.9,3.8,11.6,,100,113,cookan01
69,Wayne Cooper,C,34,POR,67,1,746,3.6,9.3,.393,0.0,0.1,.000,3.6,9.2,.396,2.1,2.7,.786,3.5,8.6,12.0,1.4,0.4,3.9,1.4,7.7,9.4,,103,103,coopewa01
70,Tyrone Corbin,SF,28,MIN,82,82,3196,9.5,21.3,.448,0.0,0.2,.200,9.5,21.2,.450,4.8,6.0,.798,3.0,6.6,9.6,5.6,2.6,0.9,3.4,4.2,23.9,,105,109,corbity01
71,Dave Corzine,C,34,SEA,28,0,147,5.8,12.9,.447,0.0,0.0,,5.8,12.9,.447,4.4,7.5,.591,3.4,7.8,11.2,1.4,1.7,1.7,0.7,6.1,16.0,,115,107,corzida01
72,Pat Cummings,PF,34,UTA,4,0,26,7.8,11.6,.667,0.0,0.0,,7.8,11.6,.667,13.6,19.4,.700,5.8,3.9,9.7,0.0,0.0,0.0,3.9,15.5,29.1,,128,111,cummipa01
73,Terry Cummings,PF,29,SAS,67,62,2195,11.2,23.1,.484,0.2,0.7,.212,11.0,22.3,.493,3.6,5.3,.683,4.3,7.3,11.6,3.5,1.4,0.7,2.9,5.0,26.1,,107,104,cummite01
74,Earl Cureton,PF,33,CHH,9,1,159,2.5,7.4,.333,0.0,0.3,.000,2.5,7.1,.348,0.3,0.9,.333,1.9,9.3,11.2,0.9,0.0,0.9,1.9,5.0,5.3,,70,111,curetea01
75,Dell Curry,SG,26,CHH,76,14,1515,11.0,23.3,.471,1.0,2.8,.372,9.9,20.5,.485,3.1,3.7,.842,1.5,5.0,6.5,5.4,2.4,0.8,2.6,4.1,26.1,,106,110,curryde01
76,Quintin Dailey,SG,30,SEA,30,0,299,12.2,25.9,.471,0.0,0.2,.000,12.2,25.7,.474,6.3,10.3,.613,1.8,3.5,5.3,2.7,1.2,0.2,3.2,4.2,30.7,,104,113,dailequ01
77,Adrian Dantley*,SF,35,MIL,10,0,126,7.5,19.8,.380,0.4,1.2,.333,7.1,18.6,.383,7.1,10.3,.692,3.2,2.0,5.2,3.6,2.0,0.0,2.4,3.2,22.6,,103,111,dantlad01
78,Brad Daugherty,C,25,CLE,76,76,2946,10.4,19.8,.524,0.0,0.1,.000,10.4,19.7,.525,7.4,9.9,.751,3.0,11.2,14.2,4.3,1.3,0.8,3.6,3.3,28.2,,112,106,daughbr01
79,Brad Davis,PG,35,DAL,80,6,1426,5.7,13.3,.426,0.8,3.0,.259,4.9,10.3,.476,3.3,4.2,.771,0.5,3.8,4.2,8.2,1.6,0.6,2.8,7.6,15.4,,105,112,davisbr01
80,Terry Davis,PF,23,MIA,55,17,996,5.6,11.5,.487,0.0,0.1,.500,5.5,11.4,.487,3.3,6.0,.556,5.2,7.7,12.9,1.9,0.9,1.4,1.7,6.3,14.6,,111,108,daviste01
81,Walter Davis,SG,36,TOT,71,14,1483,11.9,25.4,.468,0.3,1.1,.306,11.6,24.4,.475,3.2,3.4,.915,2.1,3.2,5.3,3.7,2.4,0.1,2.6,4.4,27.2,,106,113,daviswa03
81,Walter Davis,SG,36,DEN,39,13,1044,12.8,27.0,.474,0.4,1.3,.303,12.4,25.6,.483,3.5,3.8,.915,2.1,2.9,5.0,3.4,2.5,0.1,2.5,4.4,29.4,,107,116,daviswa03
81,Walter Davis,SG,36,POR,32,1,439,9.5,21.2,.446,0.1,0.3,.333,9.4,20.9,.448,2.3,2.5,.913,2.1,4.2,6.3,4.5,2.0,0.0,2.7,4.6,21.3,,101,106,daviswa03
82,Johnny Dawkins,PG,27,PHI,4,4,124,10.5,16.6,.634,0.4,1.6,.250,10.1,15.0,.676,4.0,4.4,.909,0.0,6.5,6.5,11.3,1.2,0.0,3.2,1.6,25.5,,131,110,dawkijo01
83,Tony Dawson,SF,23,SAC,4,0,17,11.9,20.9,.571,3.0,3.0,1.000,8.9,17.9,.500,0.0,0.0,,6.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,26.8,,112,118,dawsoto01
84,Byron Dinkins,PG,23,TOT,12,0,149,4.6,11.1,.412,0.0,0.0,,4.6,11.1,.412,2.6,2.9,.889,0.0,3.9,3.9,6.2,0.7,0.0,4.2,4.9,11.8,,86,109,dinkiby01
84,Byron Dinkins,PG,23,SAS,10,0,144,4.4,11.2,.394,0.0,0.0,,4.4,11.2,.394,2.7,3.0,.889,0.0,3.7,3.7,6.4,0.7,0.0,4.4,4.1,11.5,,85,109,dinkiby01
84,Byron Dinkins,PG,23,IND,2,0,5,9.7,9.7,1.000,0.0,0.0,,9.7,9.7,1.000,0.0,0.0,,0.0,9.7,9.7,0.0,0.0,0.0,0.0,29.0,19.3,,200,112,dinkiby01
85,Vlade Divac*,C,22,LAL,82,81,2310,7.9,14.1,.565,0.1,0.3,.357,7.8,13.8,.570,4.3,6.2,.703,4.5,10.2,14.7,2.0,2.3,2.8,3.2,5.5,20.3,,114,99,divacvl01
86,James Donaldson,C,33,DAL,82,82,2800,6.0,11.2,.532,0.0,0.0,,6.0,11.2,.532,3.0,4.2,.721,3.7,9.6,13.2,1.3,0.6,1.7,2.7,3.3,14.9,,107,109,donalja01
87,Sherman Douglas,PG,24,MIA,73,73,2562,10.0,19.9,.504,0.1,0.6,.129,10.0,19.3,.516,5.4,7.8,.686,1.5,2.5,3.9,11.8,2.3,0.1,5.1,3.4,25.5,,108,110,douglsh01
88,Greg Dreiling,C,28,IND,73,42,1031,4.6,9.1,.505,0.0,0.1,.000,4.6,9.0,.510,3.0,4.9,.600,3.1,8.9,11.9,2.4,1.1,1.4,2.7,8.3,12.1,,103,110,dreilgr01
89,Larry Drew,PG,32,LAL,48,2,496,5.6,12.9,.432,1.4,3.4,.424,4.1,9.5,.435,1.7,2.3,.773,0.5,3.0,3.5,12.1,1.5,0.1,5.0,4.1,14.3,,100,109,drewla01
90,Clyde Drexler*,SG,28,POR,82,82,2852,10.8,22.4,.482,1.0,3.2,.319,9.8,19.2,.509,7.0,8.8,.794,3.5,5.6,9.1,8.3,2.4,1.0,3.9,3.8,29.6,,117,103,drexlcl01
91,Kevin Duckworth,C,26,POR,81,81,2511,9.9,20.6,.481,0.0,0.0,.000,9.9,20.6,.482,4.6,5.9,.772,3.4,6.7,10.1,1.7,0.6,0.6,3.5,4.8,24.4,,103,107,duckwke01
92,Chris Dudley,C,25,NJN,61,25,1560,5.3,12.9,.408,0.0,0.0,,5.3,12.9,.408,2.9,5.5,.534,7.1,8.7,15.8,1.1,1.2,4.7,2.5,6.7,13.5,,98,104,dudlech02
93,Joe Dumars*,SG,27,DET,80,80,3046,10.7,22.2,.481,0.2,0.8,.311,10.4,21.4,.488,6.4,7.1,.890,1.1,2.1,3.2,7.6,1.5,0.1,3.2,2.3,27.9,,115,108,dumarjo01
94,T.R. Dunn,SG,35,DEN,17,3,217,4.1,9.1,.447,0.2,0.8,.250,3.9,8.4,.465,1.8,1.9,.900,3.9,4.3,8.2,4.7,2.3,0.2,1.4,5.8,10.1,,118,115,dunntr01
95,Ledell Eackles,SG,24,WSB,67,17,1616,10.5,23.2,.453,0.4,1.8,.237,10.1,21.4,.471,5.0,6.8,.739,1.4,2.5,3.9,4.1,1.4,0.3,3.5,3.7,26.4,,100,112,eacklle01
96,Mark Eaton,C,34,UTA,80,80,2580,3.3,5.7,.579,0.0,0.0,,3.3,5.7,.579,1.4,2.2,.634,3.6,9.5,13.0,1.0,0.8,3.7,1.9,5.8,8.0,,109,103,eatonma01
97,Blue Edwards,SF,25,UTA,62,56,1611,7.6,14.5,.526,0.2,0.8,.250,7.4,13.8,.541,2.6,3.7,.701,1.6,4.7,6.3,3.4,1.8,0.9,3.3,6.3,18.0,,101,106,edwarbl01
98,James Edwards,C,35,DET,72,70,1903,10.5,21.7,.484,0.0,0.1,.500,10.5,21.7,.484,5.9,8.1,.729,2.5,5.1,7.6,1.8,0.3,0.8,3.5,6.8,26.9,,105,108,edwarja01
99,Kevin Edwards,SG,25,MIA,79,16,2000,9.2,22.4,.410,0.6,2.0,.286,8.6,20.4,.422,4.1,5.1,.803,1.9,3.0,5.0,5.8,3.1,1.1,3.9,3.7,23.1,,97,107,edwarke01
100,Craig Ehlo,SG,29,CLE,82,68,2766,6.3,14.1,.445,0.9,2.7,.329,5.4,11.4,.473,1.7,2.6,.679,2.6,4.5,7.1,6.9,2.2,0.6,2.9,3.8,15.2,,103,109,ehlocr01
101,Mario Elie,SF-SG,27,TOT,33,0,644,5.7,11.5,.497,0.3,0.7,.400,5.4,10.7,.503,5.4,6.4,.843,3.3,4.6,7.9,3.2,1.4,0.7,2.2,6.1,17.1,,122,112,eliema01
101,Mario Elie,SG,27,PHI,3,0,20,5.0,17.6,.286,2.5,5.0,.500,2.5,12.5,.200,2.5,5.0,.500,0.0,2.5,2.5,2.5,0.0,0.0,7.5,5.0,15.0,,61,115,eliema01
101,Mario Elie,SF,27,GSW,30,0,624,5.7,11.3,.507,0.2,0.6,.375,5.5,10.7,.514,5.5,6.5,.851,3.4,4.7,8.1,3.3,1.4,0.7,2.0,6.2,17.2,,125,112,eliema01
