Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional
102,Sean Elliott,SF,22,SAS,82,82,3044,7.6,15.6,.490,0.3,1.0,.313,7.3,14.6,.502,5.2,6.4,.808,2.3,5.0,7.3,3.8,1.1,0.5,2.4,3.0,20.8,,115,107,elliose01
103,Dale Ellis,SG,30,TOT,51,24,1424,11.9,25.2,.474,2.0,5.5,.363,9.9,19.7,.504,4.2,5.8,.723,2.3,3.8,6.1,3.3,1.7,0.3,2.8,3.9,30.0,,110,111,ellisda01
103,Dale Ellis,SG,30,SEA,30,24,800,11.3,24.4,.463,1.7,5.6,.303,9.6,18.8,.510,3.9,5.2,.738,1.7,4.0,5.7,4.0,2.1,0.2,3.1,3.7,28.1,,109,111,ellisda01
103,Dale Ellis,SG,30,MIL,21,0,624,12.7,26.2,.486,2.4,5.4,.441,10.3,20.7,.498,4.6,6.6,.707,3.0,3.4,6.5,2.5,1.3,0.4,2.6,4.2,32.5,,112,111,ellisda01
104,Pervis Ellison,C,23,WSB,76,30,1942,8.3,16.1,.513,0.0,0.2,.000,8.3,16.0,.517,3.5,5.4,.650,5.7,9.1,14.8,2.6,1.2,4.0,3.7,6.8,20.0,,104,104,ellispe01
105,A.J. English,SG,23,WSB,70,12,1443,8.6,19.5,.439,0.1,1.1,.097,8.5,18.4,.458,3.8,5.4,.707,2.3,2.8,5.0,6.0,0.9,0.5,3.9,4.3,21.0,,97,113,engliaj01
106,Alex English*,SF,37,DAL,79,26,1748,9.4,21.4,.439,0.0,0.0,.000,9.4,21.4,.439,3.5,4.1,.850,3.1,4.3,7.4,3.1,1.2,0.7,2.9,4.1,22.3,,98,113,englial01
107,Patrick Ewing*,C,28,NYK,81,81,3104,13.8,26.8,.514,0.0,0.1,.000,13.8,26.7,.516,7.6,10.1,.745,3.2,11.6,14.7,4.0,1.3,4.2,4.7,4.7,35.1,,107,101,ewingpa01
108,Jim Farmer,SG,26,TOT,27,1,456,9.4,20.7,.453,0.5,2.1,.217,8.9,18.6,.480,4.5,6.0,.738,2.7,3.6,6.3,3.5,1.2,0.2,3.5,5.4,23.7,,102,118,farmeji01
108,Jim Farmer,SG,26,PHI,2,0,13,7.7,27.0,.286,0.0,3.9,.000,7.7,23.1,.333,7.7,7.7,1.000,7.7,11.6,19.3,0.0,0.0,0.0,3.9,0.0,23.1,,86,109,farmeji01
108,Jim Farmer,SG,26,DEN,25,1,443,9.4,20.6,.458,0.5,2.1,.227,9.0,18.5,.485,4.4,6.0,.730,2.6,3.4,6.0,3.6,1.2,0.2,3.5,5.5,23.7,,102,118,farmeji01
109,Dave Feitl,C,28,HOU,52,2,372,6.8,18.3,.371,0.0,0.4,.000,6.8,18.0,.380,4.3,5.8,.750,3.8,9.3,13.1,1.0,0.4,1.6,3.3,6.8,18.0,,90,104,feitlda01
110,Duane Ferrell,SF,25,ATL,78,2,1165,7.3,14.9,.489,0.1,0.1,.667,7.2,14.8,.487,5.2,6.5,.801,4.1,3.4,7.5,2.3,1.4,1.1,3.3,6.3,19.8,,110,112,ferredu01
111,Danny Ferry,PF,24,CLE,81,2,1661,8.4,19.5,.428,0.7,2.3,.299,7.7,17.2,.445,3.8,4.6,.816,3.0,5.7,8.7,4.3,1.3,0.8,3.6,7.0,21.2,,98,110,ferryda01
112,Vern Fleming,PG,28,IND,69,45,1929,8.9,16.8,.531,0.1,0.5,.222,8.8,16.4,.539,4.0,5.5,.729,2.1,3.3,5.4,9.2,1.9,0.3,3.4,2.9,22.0,,115,114,flemive01
113,Sleepy Floyd,PG,30,HOU,82,4,1850,10.2,24.7,.411,1.3,4.6,.273,8.9,20.1,.443,4.9,6.5,.752,1.4,2.8,4.2,8.4,2.5,0.4,3.7,3.2,26.5,,104,106,floydsl01
114,Greg Foster,PF,22,WSB,54,3,606,7.9,17.1,.460,0.0,0.4,.000,7.9,16.7,.471,3.4,5.0,.689,4.2,8.0,12.3,3.0,1.0,1.8,3.7,9.1,19.2,,98,107,fostegr01
115,Anthony Frederick,SF,26,SAC,35,3,475,7.1,17.9,.399,0.0,0.0,,7.1,17.9,.399,4.6,6.4,.717,3.8,5.1,9.0,4.7,2.3,1.4,4.3,5.3,18.9,,91,108,fredean01
116,Corey Gaines,SG,25,DEN,10,2,226,5.2,13.1,.400,0.9,3.9,.238,4.3,9.2,.469,4.1,4.9,.846,0.7,1.9,2.6,17.0,1.9,0.4,4.3,4.7,15.5,,111,117,gaineco01
117,Kevin Gamble,SF,25,BOS,82,76,2706,9.9,16.8,.587,0.0,0.1,.000,9.9,16.7,.592,3.3,4.1,.815,1.5,3.3,4.8,4.6,1.8,0.6,2.7,4.3,23.1,,120,110,gamblke01
118,Winston Garland,PG,26,LAC,69,26,1702,6.2,14.7,.426,0.1,0.7,.154,6.1,13.9,.440,3.3,4.4,.752,1.3,4.3,5.6,9.0,2.7,0.3,3.3,5.3,15.9,,102,107,garlawi01
119,Tom Garrick,SG,24,LAC,67,0,949,5.1,12.0,.424,0.0,1.1,.000,5.1,10.8,.467,3.0,4.0,.759,2.0,4.4,6.4,11.3,3.1,0.1,3.3,5.1,13.2,,105,106,garrito01
120,Kenny Gattison,PF,26,CHH,72,6,1552,7.7,14.5,.532,0.0,0.1,.000,7.7,14.5,.534,5.2,7.9,.661,4.3,7.7,12.1,1.4,1.5,2.1,3.2,6.7,20.7,,108,108,gattike01
121,Tate George,PG,22,NJN,56,11,594,6.5,15.7,.415,0.0,0.2,.000,6.5,15.6,.419,2.6,3.3,.800,1.5,2.3,3.8,8.5,2.0,0.4,3.4,4.7,15.6,,99,111,georgta01
122,Derrick Gervin,PF,27,NJN,56,4,743,10.7,25.6,.416,0.5,1.8,.250,10.2,23.8,.429,5.9,7.4,.789,2.6,4.6,7.2,2.0,1.2,1.2,2.9,5.7,27.7,,101,110,gervide01
123,Kendall Gill,SG,22,CHH,82,36,1944,9.5,21.2,.450,0.1,0.4,.143,9.5,20.9,.455,3.9,4.6,.835,2.7,4.0,6.7,7.7,2.6,1.0,4.1,4.7,23.0,,100,110,gillke01
124,Armen Gilliam,PF,26,TOT,75,75,2644,9.2,18.9,.487,0.0,0.0,.000,9.2,18.8,.487,5.1,6.2,.815,4.1,7.1,11.3,2.0,1.3,1.0,3.3,3.5,23.4,,106,109,gilliar01
124,Armen Gilliam,PF,26,CHH,25,25,949,10.1,19.8,.513,0.0,0.0,,10.1,19.8,.513,5.4,6.7,.813,4.5,7.7,12.2,1.4,1.8,1.1,3.3,3.4,25.7,,109,109,gilliar01
124,Armen Gilliam,PF,26,PHI,50,50,1695,8.6,18.4,.470,0.0,0.1,.000,8.6,18.3,.472,4.9,5.9,.816,4.0,6.8,10.8,2.3,1.0,0.9,3.3,3.6,22.1,,105,109,gilliar01
125,Gerald Glass,SF,23,MIN,51,3,606,12.8,29.2,.438,0.2,1.5,.118,12.6,27.7,.455,4.5,6.5,.684,4.6,4.1,8.8,3.6,2.4,0.8,3.5,6.5,30.2,,100,111,glassge01
126,Mike Gminski,C,31,TOT,80,79,2196,8.1,18.3,.442,0.0,0.3,.143,8.0,17.9,.447,2.9,3.6,.810,4.2,9.0,13.2,2.1,0.9,1.3,1.9,2.2,19.1,,103,109,gminsmi01
126,Mike Gminski,C,31,PHI,30,29,791,6.9,18.0,.384,0.1,0.5,.125,6.8,17.5,.391,3.4,4.0,.841,4.5,8.2,12.7,2.1,1.0,2.2,2.0,2.6,17.2,,98,107,gminsmi01
126,Mike Gminski,C,31,CHH,50,50,1405,8.7,18.4,.473,0.0,0.2,.167,8.7,18.2,.477,2.6,3.3,.789,4.0,9.3,13.4,2.1,0.8,0.8,1.9,2.0,20.1,,106,110,gminsmi01
127,Dan Godfread,C,23,MIN,10,0,20,13.0,31.2,.417,0.0,2.6,.000,13.0,28.6,.455,7.8,10.4,.750,0.0,5.2,5.2,0.0,2.6,10.4,0.0,13.0,33.8,,107,102,godfrda01
128,Jim Grandholm,PF,30,DAL,26,0,168,9.1,17.6,.517,2.7,5.2,.529,6.4,12.4,.512,3.0,6.4,.476,6.1,9.1,15.2,2.4,0.6,2.4,3.3,10.0,24.0,,112,108,grandji01
129,Gary Grant,PG,25,LAC,68,65,2105,6.1,13.4,.451,0.2,0.9,.231,5.8,12.5,.467,1.2,1.7,.689,1.6,3.2,4.8,13.4,2.4,0.3,4.8,4.4,13.5,,98,108,grantga01
130,Greg Grant,PG,24,NYK,22,0,107,4.7,12.8,.370,0.5,1.4,.333,4.3,11.3,.375,2.4,2.8,.833,0.5,4.3,4.7,9.4,4.3,0.0,4.7,5.7,12.3,,88,104,grantgr01
131,Harvey Grant,PF,25,WSB,77,76,2842,10.5,21.2,.498,0.0,0.3,.133,10.5,20.9,.502,3.2,4.3,.743,3.1,6.5,9.6,3.5,1.6,1.1,2.2,4.0,24.3,,110,108,grantha01
132,Horace Grant,PF,25,CHI,78,76,2641,7.6,13.9,.547,0.0,0.1,.167,7.6,13.8,.550,3.7,5.3,.711,5.1,7.5,12.5,3.4,1.8,1.3,1.7,3.9,19.0,,126,105,grantho01
133,Stuart Gray,C,27,NYK,8,0,37,5.5,16.4,.333,0.0,0.0,,5.5,16.4,.333,4.1,4.1,1.000,2.7,10.9,13.7,0.0,0.0,1.4,2.7,8.2,15.0,,85,107,grayst01
134,Jeff Grayer,SG,25,MIL,82,7,1422,7.4,17.0,.433,0.0,0.1,.000,7.4,16.9,.436,3.5,5.2,.687,3.9,4.7,8.6,4.3,1.7,0.3,3.0,3.4,18.3,,101,109,grayeje01
135,A.C. Green,PF,27,LAL,82,21,2164,6.1,12.8,.476,0.3,1.3,.200,5.8,11.5,.507,5.3,7.1,.738,4.7,7.4,12.2,1.7,1.4,0.5,2.3,2.8,17.7,,115,105,greenac01
136,Rickey Green,PG,36,PHI,79,75,2248,7.5,16.1,.463,0.2,0.8,.222,7.3,15.3,.475,2.6,3.1,.830,0.7,2.3,3.1,9.2,1.3,0.1,2.4,2.9,17.7,,109,113,greenri01
137,Sidney Green,PF,30,SAS,66,7,1099,7.8,17.0,.461,0.0,0.1,.000,7.8,16.9,.465,3.9,4.7,.848,4.3,9.5,13.9,2.3,1.4,0.6,3.9,7.6,19.6,,100,102,greensi02
138,Dave Greenwood,PF,33,SAS,63,11,1018,4.1,8.1,.503,0.0,0.1,.000,4.1,8.0,.509,3.3,4.5,.734,2.9,7.7,10.6,2.5,1.4,1.2,3.4,8.2,11.4,,100,103,greenda01
139,Darrell Griffith,SG,32,UTA,75,2,1005,8.7,22.3,.391,2.4,6.9,.348,6.3,15.4,.410,1.7,2.3,.756,0.9,3.7,4.5,1.9,2.1,0.4,2.4,5.0,21.6,,90,107,griffda01
140,Scott Haffner,PG,24,CHH,7,0,50,7.9,20.7,.381,0.0,2.0,.000,7.9,18.8,.421,1.0,2.0,.500,2.0,2.0,3.9,8.9,3.0,1.0,3.9,3.9,16.8,,85,111,haffnsc01
141,Jack Haley,PF,27,NJN,78,18,1178,6.6,14.1,.469,0.0,0.0,,6.6,14.1,.469,4.6,7.4,.619,5.7,8.9,14.6,1.3,0.8,0.9,2.6,8.2,17.8,,107,107,haleyja01
142,Tom Hammonds,PF,23,WSB,70,7,1023,7.5,16.2,.461,0.0,0.2,.000,7.5,16.0,.467,2.7,3.8,.722,2.8,7.1,9.9,2.1,0.7,0.3,2.6,5.2,17.7,,99,110,hammoto01
143,Bob Hansen,SG,30,SAC,36,24,811,6.0,16.0,.375,1.2,4.3,.275,4.8,11.7,.412,1.1,2.2,.500,2.1,3.9,6.0,5.6,1.2,0.3,2.1,4.5,14.3,,93,112,hansebo01
144,Tim Hardaway*,PG,24,GSW,82,82,3215,10.7,22.4,.476,1.4,3.6,.385,9.3,18.7,.494,4.4,5.5,.803,1.3,3.5,4.8,11.4,3.1,0.2,3.9,3.3,27.1,,114,110,hardati01
145,Derek Harper,PG,29,DAL,77,77,2879,10.1,21.7,.467,1.6,4.4,.362,8.6,17.4,.493,5.1,6.9,.731,1.0,3.1,4.1,9.7,2.6,0.2,3.1,3.9,26.9,,113,111,harpede01
146,Ron Harper,SG,27,LAC,39,34,1383,9.9,25.3,.391,1.7,5.1,.324,8.2,20.2,.408,5.0,7.5,.668,2.0,4.5,6.5,7.3,2.3,1.2,4.5,3.9,26.5,,96,107,harpero01
147,Tony Harris,SG,23,PHI,6,0,41,4.9,19.6,.250,0.0,2.4,.000,4.9,17.1,.286,2.4,4.9,.500,0.0,1.2,1.2,0.0,1.2,0.0,3.7,6.1,12.2,,53,114,harrito01
148,Scott Hastings,PF,30,DET,27,0,113,7.4,12.9,.571,1.4,1.8,.750,6.0,11.1,.542,6.0,6.0,1.000,6.5,6.5,12.9,3.2,0.0,0.0,3.2,10.6,22.2,,134,108,hastisc01
149,Hersey Hawkins,SG,24,PHI,80,80,3110,9.5,20.2,.472,1.7,4.4,.400,7.8,15.8,.491,7.7,8.9,.871,0.8,4.2,5.0,4.8,2.9,0.6,3.4,2.9,28.5,,114,108,hawkihe01
150,Gerald Henderson,PG,35,DET,23,10,392,6.7,15.6,.427,0.9,2.8,.333,5.7,12.8,.448,2.1,2.8,.762,1.1,3.9,4.9,8.3,1.6,0.3,3.7,5.7,16.4,,100,107,hendege01
151,Steve Henson,PG,22,MIL,68,0,690,5.7,13.7,.418,1.3,3.9,.333,4.4,9.8,.452,2.8,3.0,.905,1.0,2.7,3.7,9.5,2.3,0.0,3.1,6.0,15.5,,109,110,hensost01
152,Mike Higgins,SF,23,SAC,7,0,61,5.0,8.3,.600,0.0,0.0,,5.0,8.3,.600,3.3,5.8,.571,3.3,0.8,4.2,1.7,0.0,1.7,3.3,13.3,13.3,,102,115,higgimi01
153,Rod Higgins,SF,31,GSW,82,9,2024,5.9,12.8,.463,1.7,5.0,.332,4.3,7.8,.549,4.2,5.2,.819,2.5,5.6,8.1,2.6,1.2,0.8,1.5,4.5,17.8,,124,112,higgiro01
154,Sean Higgins,SF,22,SAS,50,0,464,10.2,22.2,.458,0.3,2.0,.158,9.9,20.3,.487,2.9,3.5,.848,1.9,4.7,6.6,3.7,0.8,0.1,5.1,5.6,23.6,,92,108,higgise01
155,Tyrone Hill,PF,22,GSW,74,22,1192,5.7,11.6,.492,0.0,0.0,,5.7,11.6,.492,3.7,5.9,.632,6.1,8.8,14.9,0.7,1.3,1.2,2.8,10.3,15.2,,108,108,hillty01
156,Roy Hinson,PF,29,NJN,9,0,91,10.6,20.7,.513,0.0,0.0,,10.6,20.7,.513,0.5,1.6,.333,3.2,6.9,10.1,2.1,0.0,1.6,3.2,7.4,21.8,,99,110,hinsoro01
157,Craig Hodges,SG,30,CHI,73,0,843,8.7,20.5,.424,2.6,6.8,.383,6.1,13.6,.445,1.5,1.6,.963,0.6,1.9,2.5,5.8,2.0,0.1,2.1,4.4,21.6,,110,109,hodgecr01
158,Dave Hoppen,C,26,TOT,30,0,155,7.7,14.1,.545,0.0,0.6,.000,7.7,13.4,.571,5.1,7.0,.727,5.8,6.7,12.5,1.0,1.0,0.3,4.2,9.3,20.5,,107,111,hoppeda01
158,Dave Hoppen,C,26,CHH,19,0,112,7.9,14.1,.563,0.0,0.4,.000,7.9,13.7,.581,3.5,4.4,.800,6.2,7.0,13.2,1.3,0.9,0.4,5.3,7.9,19.4,,101,111,hoppeda01
158,Dave Hoppen,C,26,PHI,11,0,43,7.0,14.0,.500,0.0,1.2,.000,7.0,12.8,.545,9.3,14.0,.667,4.7,5.8,10.5,0.0,1.2,0.0,1.2,12.8,23.3,,124,110,hoppeda01
159,Dennis Hopson,SF,25,CHI,61,0,728,7.2,16.8,.426,0.1,0.3,.200,7.1,16.5,.431,3.8,5.7,.663,3.4,4.1,7.5,4.5,1.7,1.0,4.1,5.4,18.2,,96,107,hopsode01
160,Jeff Hornacek,SG,27,PHO,80,77,2733,9.5,18.3,.518,1.1,2.5,.418,8.4,15.7,.534,3.5,3.9,.897,1.3,4.3,5.6,7.1,1.9,0.3,2.3,3.2,23.5,,122,108,hornaje01
161,Jay Humphries,PG,28,MIL,80,80,2726,8.8,17.6,.502,1.1,2.9,.373,7.7,14.6,.528,3.5,4.4,.799,1.0,3.0,4.0,9.9,2.4,0.1,2.8,4.3,22.3,,119,109,humphja01
162,Byron Irvin,SG,24,WSB,33,4,316,9.3,20.1,.465,0.2,0.8,.200,9.2,19.3,.476,7.8,9.5,.820,3.7,3.3,7.0,3.7,2.3,0.3,2.5,5.0,26.6,,115,109,irvinby01
163,Mark Jackson,PG,25,NYK,72,21,1595,7.9,16.1,.492,0.4,1.6,.255,7.5,14.5,.519,3.7,5.1,.731,2.0,4.3,6.2,14.3,1.9,0.3,4.3,2.6,20.0,,112,109,jacksma01
164,Dave Jamerson,SG,23,HOU,37,0,202,10.4,27.3,.381,1.2,4.6,.263,9.2,22.7,.404,5.3,6.5,.815,2.2,5.1,7.2,6.5,1.4,0.2,4.8,5.8,27.3,,95,106,jamerda01
165,Henry James,PF,25,CLE,37,4,505,11.2,25.4,.441,2.4,6.0,.400,8.8,19.4,.454,5.2,7.2,.722,2.6,5.3,7.9,3.2,1.5,0.5,3.7,5.9,30.0,,101,110,jameshe01
166,Les Jepsen,C,23,GSW,21,0,105,4.9,15.9,.306,0.0,0.4,.000,4.9,15.4,.314,2.6,4.0,.667,7.5,8.8,16.3,0.4,0.4,1.3,1.3,7.1,12.4,,94,110,jepsele01
167,Avery Johnson,PG,25,TOT,68,14,959,6.4,13.6,.469,0.0,0.4,.111,6.3,13.2,.481,2.9,4.3,.678,1.1,2.7,3.8,11.3,2.3,0.2,3.6,3.0,15.7,,106,109,johnsav01
167,Avery Johnson,PG,25,DEN,21,4,217,5.6,13.2,.426,0.0,0.8,.000,5.6,12.5,.453,4.1,6.2,.656,1.8,2.3,4.1,15.0,2.7,0.4,5.3,4.3,15.4,,101,115,johnsav01
167,Avery Johnson,PG,25,SAS,47,10,742,6.6,13.7,.483,0.1,0.3,.200,6.6,13.4,.490,2.5,3.6,.691,0.9,2.8,3.7,10.0,2.2,0.1,3.1,2.6,15.8,,108,106,johnsav01
168,Buck Johnson,SF,27,HOU,73,70,2279,8.9,18.7,.477,0.0,0.3,.133,8.9,18.3,.483,3.4,4.6,.727,2.3,4.7,7.1,3.0,1.7,1.0,2.6,5.1,21.2,,106,106,johnsbu01
169,Eddie Johnson,SG,31,TOT,81,27,2085,12.9,26.7,.484,0.9,2.9,.325,12.0,23.8,.503,5.4,6.1,.891,2.5,3.9,6.4,2.6,1.4,0.2,2.9,4.3,32.2,,113,112,johnsed03
169,Eddie Johnson,SG,31,PHO,15,0,312,13.4,28.3,.473,0.9,3.2,.286,12.5,25.1,.497,3.2,4.4,.724,2.4,4.6,7.0,2.6,1.4,0.3,3.7,5.6,30.9,,100,109,johnsed03
169,Eddie Johnson,SG,31,SEA,66,27,1773,12.8,26.3,.486,0.9,2.8,.333,11.9,23.6,.504,5.9,6.4,.912,2.6,3.8,6.3,2.6,1.4,0.2,2.8,4.1,32.4,,116,112,johnsed03
170,Kevin Johnson,PG,24,PHO,77,76,2772,10.1,19.6,.516,0.2,0.8,.205,10.0,18.9,.529,8.9,10.6,.843,0.9,3.7,4.6,13.4,2.8,0.2,4.6,3.0,29.3,,121,107,johnske02
171,Magic Johnson*,PG,31,LAL,79,79,2933,8.1,17.0,.477,1.4,4.3,.320,6.7,12.6,.532,9.0,10.0,.906,1.8,7.8,9.6,17.2,1.8,0.3,5.5,2.6,26.6,,124,105,johnsma02
172,Steve Johnson,C,33,GSW,24,8,228,6.9,12.8,.540,0.0,0.0,,6.9,12.8,.540,4.5,7.5,.595,3.7,7.9,11.6,3.5,0.8,0.8,5.1,10.2,18.3,,99,110,johnsst03
173,Vinnie Johnson,SG,34,DET,82,28,2390,8.9,20.5,.434,0.2,0.7,.324,8.6,19.7,.438,2.9,4.6,.646,2.4,3.7,6.1,5.9,1.6,0.3,2.6,3.6,20.9,,103,107,johnsvi01
174,Charles Jones,C,33,WSB,62,54,1499,2.2,4.1,.540,0.0,0.0,,2.2,4.1,.540,1.0,1.6,.580,3.9,7.9,11.8,1.6,1.7,4.1,1.5,6.5,5.4,,110,104,jonesch01
175,Michael Jordan*,SG,27,CHI,82,82,3034,16.4,30.4,.539,0.5,1.5,.312,15.9,28.9,.551,9.4,11.1,.851,2.0,6.2,8.1,7.5,3.7,1.4,3.3,3.8,42.7,,125,102,jordami01
176,Shawn Kemp,PF,21,SEA,81,66,2442,9.4,18.6,.508,0.0,0.2,.167,9.4,18.3,.513,5.9,8.9,.661,5.5,8.4,13.9,2.9,1.6,2.5,4.1,6.5,24.8,,109,106,kempsh01
177,Steve Kerr,PG,25,CLE,57,4,905,5.5,12.4,.444,1.6,3.5,.452,4.0,9.0,.441,2.5,3.0,.849,0.3,1.8,2.1,7.3,1.6,0.2,2.2,2.9,15.1,,111,113,kerrst01
178,Jerome Kersey,SF,28,POR,73,72,2359,8.6,18.0,.478,0.1,0.3,.308,8.5,17.7,.481,4.7,6.6,.709,3.4,6.3,9.7,4.6,2.0,1.5,3.0,5.1,21.9,,109,103,kerseje01
179,Alec Kessler,C,24,MIA,78,18,1259,7.6,18.0,.425,0.0,0.2,.000,7.6,17.8,.429,3.4,5.0,.672,4.4,8.5,12.9,1.2,0.7,1.0,4.1,7.3,18.7,,90,108,kesslal01
180,Randolph Keys,SF,24,CHH,44,0,473,6.2,15.1,.407,0.3,1.5,.214,5.8,13.7,.427,2.0,3.4,.576,4.2,6.3,10.4,1.9,2.3,1.6,3.7,9.7,14.6,,86,108,keysra01
181,Bo Kimble,SG,24,LAC,62,22,1004,7.6,20.0,.380,0.9,3.1,.292,6.7,16.9,.397,4.4,5.7,.773,2.0,3.7,5.7,3.6,1.4,0.4,3.7,7.6,20.5,,93,110,kimblbo01
182,Bernard King*,SF,34,WSB,64,64,2401,14.6,31.0,.472,0.2,0.8,.216,14.4,30.2,.478,7.8,9.9,.790,2.3,4.2,6.5,6.0,1.1,0.3,5.2,3.8,37.2,,103,111,kingbe01
183,Stacey King,PF,24,CHI,76,6,1198,6.5,14.0,.467,0.0,0.1,.000,6.5,13.9,.470,4.5,6.4,.704,3.0,5.7,8.7,2.7,1.0,1.8,3.8,5.6,17.6,,100,107,kingst01
184,Greg Kite,C,29,ORL,82,82,2225,3.6,7.3,.491,0.0,0.0,,3.6,7.3,.491,1.4,2.7,.512,4.1,8.7,12.8,1.3,0.5,1.8,2.2,6.5,8.6,,99,109,kitegr01
185,Joe Kleine,C,29,BOS,72,1,850,5.9,12.5,.468,0.0,0.1,.000,5.9,12.4,.472,3.1,4.0,.783,4.1,9.9,14.0,1.2,0.9,0.8,3.0,6.2,14.8,,102,106,kleinjo01
186,Negele Knight,PG,23,PHO,64,6,792,7.9,18.5,.425,0.4,1.5,.240,7.5,17.0,.442,4.3,7.1,.602,1.2,3.1,4.3,11.5,1.2,0.4,4.6,5.0,20.3,,99,110,knighne01
187,Bart Kofoed,SG,26,GSW,5,0,21,0.0,6.6,.000,0.0,0.0,,0.0,6.6,.000,6.6,13.2,.500,4.4,2.2,6.6,8.8,0.0,0.0,4.4,8.8,6.6,,77,117,kofoeba01
188,Jon Koncak,C,27,ATL,77,61,1931,3.5,8.1,.436,0.0,0.2,.125,3.5,7.9,.444,0.8,1.4,.593,2.5,6.9,9.5,3.1,1.9,1.9,1.3,6.7,7.9,,105,108,koncajo01
189,Frank Kornet,PF,24,MIL,32,0,157,7.3,19.7,.371,1.6,5.7,.278,5.7,14.0,.409,2.2,4.1,.538,3.2,4.5,7.6,2.9,1.6,0.3,3.5,8.9,18.4,,89,110,kornefr01
190,Bill Laimbeer,C,33,DET,82,81,2668,7.3,15.2,.478,0.7,2.4,.296,6.6,12.8,.513,2.4,2.9,.837,3.4,11.0,14.4,3.1,0.7,1.1,1.9,4.7,17.7,,114,103,laimbbi01
191,Jerome Lane,PF,24,DEN,62,25,1383,6.2,14.1,.438,0.0,0.1,.250,6.1,14.0,.440,1.8,4.3,.411,8.5,9.1,17.6,3.8,1.6,0.4,3.2,5.9,14.1,,100,113,laneje01
192,Andrew Lang,C,24,PHO,63,18,1152,4.5,7.8,.577,0.0,0.0,.000,4.5,7.8,.580,3.8,5.4,.715,4.7,7.8,12.5,1.1,0.7,5.2,1.9,6.9,12.8,,124,103,langan01
193,Eric Leckner,C,24,TOT,72,2,1122,5.8,13.0,.446,0.0,0.0,,5.8,13.0,.446,2.8,4.9,.559,3.6,9.5,13.1,1.7,0.6,1.0,3.1,8.5,14.4,,92,109,leckner01
193,Eric Leckner,C,24,SAC,32,0,378,5.2,12.9,.406,0.0,0.0,,5.2,12.9,.406,2.1,3.6,.593,3.6,8.0,11.7,2.4,0.5,1.5,3.4,9.3,12.6,,86,109,leckner01
193,Eric Leckner,C,24,CHH,40,2,744,6.1,13.1,.465,0.0,0.0,,6.1,13.1,.465,3.1,5.6,.548,3.6,10.1,13.8,1.4,0.7,0.7,2.9,8.2,15.3,,95,109,leckner01
194,Kurk Lee,PG,23,NJN,48,0,265,3.5,13.0,.268,0.5,2.7,.200,2.9,10.2,.286,4.6,5.1,.893,1.3,4.2,5.5,6.2,2.0,0.4,3.6,7.1,12.0,,87,109,leeku01
195,Tim Legler,SG,24,DEN,10,0,148,7.1,20.5,.347,0.9,3.4,.250,6.3,17.1,.367,1.4,1.7,.833,2.3,2.9,5.1,3.4,0.6,0.0,1.1,5.7,16.5,,94,120,legleti01
196,Gary Leonard,C,23,ATL,4,0,9,0.0,0.0,,0.0,0.0,,0.0,0.0,,10.8,21.6,.500,0.0,10.8,10.8,0.0,0.0,5.4,0.0,10.8,10.8,,122,106,leonaga01
197,Jim Les,PG,27,SAC,55,8,1399,4.3,9.7,.444,2.6,5.6,.461,1.7,4.1,.421,3.1,3.7,.835,0.7,3.4,4.0,10.8,2.1,0.1,2.7,5.1,14.3,,123,111,lesji01
198,Clifford Lett,PG,25,SAS,7,0,99,6.9,14.3,.483,0.0,0.5,.000,6.9,13.8,.500,3.0,4.4,.667,0.5,3.0,3.4,3.4,1.0,0.5,3.9,4.4,16.7,,92,108,lettcl01
199,Fat Lever,SG,30,DAL,4,0,86,5.3,13.6,.391,0.0,1.8,.000,5.3,11.9,.450,6.5,8.3,.786,1.8,7.1,8.9,7.1,3.6,1.8,5.9,3.0,17.2,,91,105,leverfa01
200,Cliff Levingston,PF,30,CHI,78,0,1013,6.3,14.0,.450,0.0,0.2,.250,6.2,13.8,.453,2.9,4.5,.648,4.9,6.2,11.1,2.8,1.4,2.1,2.5,7.1,15.6,,106,105,levincl01
201,Reggie Lewis,SG,25,BOS,79,79,2878,10.1,20.6,.491,0.0,0.2,.077,10.1,20.4,.495,4.8,5.8,.826,2.0,4.9,6.9,3.4,1.7,1.4,2.5,4.0,25.0,,112,108,lewisre01
202,Marcus Liberty,SF,22,DEN,76,18,1171,7.8,18.5,.421,0.6,2.1,.298,7.2,16.4,.436,2.1,3.3,.630,4.2,3.7,8.0,2.3,1.7,0.7,2.6,5.5,18.3,,98,116,liberma01
203,Todd Lichti,SG,24,DEN,29,25,860,8.2,18.6,.439,0.7,2.3,.298,7.5,16.3,.459,2.9,3.4,.855,2.4,3.1,5.5,3.5,2.3,0.4,1.6,3.2,19.9,,109,116,lichtto01
204,Alton Lister,C,32,GSW,77,65,1552,5.6,11.7,.478,0.0,0.0,.000,5.6,11.7,.480,3.4,6.0,.569,3.6,10.8,14.4,2.8,0.6,2.7,3.2,8.4,14.7,,100,107,listeal01
