Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional
36,Darius Bazley,PF,23,UTA,6,0,142,6.1,9.9,.621,0.7,2.7,.250,5.4,7.1,.762,3.4,4.1,.833,2.7,6.5,9.2,1.7,2.0,2.4,2.4,1.0,16.3,,125,118,bazleda01
37,Bradley Beal,SG,30,PHO,53,53,1767,10.4,20.3,.513,2.8,6.5,.430,7.6,13.8,.552,3.0,3.7,.813,1.5,4.9,6.4,7.3,1.4,0.7,3.6,3.5,26.6,,117,117,bealbr01
38,Malik Beasley,SG,27,MIL,79,77,2337,6.6,14.8,.443,4.6,11.1,.413,2.0,3.7,.533,0.5,0.7,.714,0.8,5.1,6.0,2.2,1.2,0.2,1.1,3.2,18.3,,117,118,beaslma01
39,MarJon Beauchamp,SF,23,MIL,48,1,608,6.4,13.1,.488,2.4,5.9,.400,4.0,7.2,.560,1.5,2.2,.679,1.7,6.1,7.8,2.5,1.0,0.6,2.1,4.3,16.7,,111,118,beaucma01
40,Jules Bernard,SG,24,WAS,19,0,149,9.1,20.1,.453,3.5,9.1,.379,5.6,11.0,.514,1.6,2.8,.556,3.1,5.0,8.2,5.0,0.9,0.3,2.5,4.4,23.2,,109,122,bernaju01
41,Dāvis Bertāns,PF,31,TOT,43,1,674,6.7,17.1,.393,5.5,14.6,.380,1.2,2.5,.471,2.2,2.4,.909,0.7,3.8,4.5,2.6,1.9,0.9,1.3,4.1,21.2,,114,120,bertada01
41,Dāvis Bertāns,PF,31,OKC,15,0,91,5.3,13.7,.385,5.3,12.7,.417,0.0,1.1,.000,7.4,7.9,.933,1.1,4.2,5.3,4.8,1.6,1.6,0.5,5.3,23.2,,146,114,bertada01
41,Dāvis Bertāns,PF,31,CHO,28,1,583,6.9,17.6,.394,5.6,14.9,.375,1.4,2.7,.500,1.4,1.5,.889,0.6,3.7,4.3,2.2,1.9,0.8,1.4,3.9,20.8,,109,120,bertada01
42,Patrick Beverley,PG,35,TOT,73,13,1462,5.3,12.6,.417,2.0,6.0,.337,3.2,6.6,.490,2.5,3.0,.822,1.6,6.3,8.0,7.1,1.4,1.0,2.2,4.3,15.0,,116,115,beverpa01
42,Patrick Beverley,PG,35,PHI,47,5,919,5.6,12.9,.432,1.9,5.8,.321,3.7,7.1,.523,2.7,3.4,.810,1.6,6.2,7.8,7.7,1.3,1.0,2.6,4.4,15.7,,115,116,beverpa01
